架次编号,路线编号,候选排名,中继点,经度,纬度,悬停高度_m,通信中断_s,覆盖率,是否需要中继,中继能耗_kWh
T006,R028,20,O01-S005-0.35,109.22995871,23.025178005,80.0,0.0,1.0,True,0.5633637873297771
T004,R029,1,O01,109.2308517,23.0085095,160.0,0.0,1.0,True,0.6088863913715198
T004,R029,2,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.6231456506307791
T004,R029,3,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.6338400950752235
T004,R029,4,S011-O01-0.65,109.22717106500001,23.01670426,80.0,0.0,1.0,True,0.6364196196475984
T004,R029,5,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,True,0.6400810447714882
T004,R029,6,S011-O01-0.65,109.22717106500001,23.01670426,160.0,0.0,1.0,True,0.6506788789068576
T004,R029,7,S011-O01-0.50,109.22559365000001,23.0202163,80.0,0.0,1.0,True,0.6543305709260947
T004,R029,8,O01-S001-0.35,109.23518477,23.01728862,160.0,0.0,1.0,True,0.6543403040307474
T004,R029,9,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.6649381381661169
T004,R029,10,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.6659110696069163
T004,R029,11,S011-O01-0.50,109.22559365000001,23.0202163,160.0,0.0,1.0,True,0.668589830185354
T004,R029,12,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.6685995632900067
T004,R029,13,O01-S005-0.35,109.22995871,23.025178005,80.0,0.0,1.0,True,0.6732022353685109
T004,R029,14,O01-S001-0.50,109.2370418,23.0210511,160.0,0.0,1.0,True,0.6738203955785094
T004,R029,15,grid-2-0,109.24535033333333,23.0052097,160.0,0.0,1.0,True,0.6740416621499035
T004,R029,16,O01-S014-0.35,109.249312415,23.00735457,80.0,0.0,1.0,True,0.6753772653015424
T004,R029,17,S011-O01-0.65,109.22717106500001,23.01670426,300.0,0.0,1.0,True,0.6756325826105614
T004,R029,18,O01-S001-0.35,109.23518477,23.01728862,300.0,0.0,1.0,True,0.6792940077344511
T004,R029,19,O01-S010-0.35,109.246659485,23.012321489999998,160.0,0.0,1.0,True,0.6801703288661756
T004,R029,20,O01-S013-0.35,109.24503797,23.016412045,160.0,0.0,1.0,True,0.6811165400209105
