K,分区编码,资源缺口,资源配置总规模,工作量均衡系数,组内冗余
3,0102120222020,10,30,0.263778,10
3,0102120222021,9,29,0.159933,10
3,0102120222022,8,27,0.252738,11
3,0102120222100,8,28,0.18064,10
3,0102120222101,12,32,0.076289,10
3,0102120222102,8,28,0.13952,10
3,0102120222110,6,26,0.084455,10
3,0102120222111,9,29,0.041612,10
3,0102120222112,6,25,0.068356,11
3,0102120222120,8,28,0.140236,10
3,0102120222121,11,31,0.059669,10
3,0102120222122,8,27,0.167065,11
3,0102120222200,8,27,0.256226,11
3,0102120222201,9,29,0.157778,10
3,0102120222202,10,30,0.257749,10
3,0102120222210,7,25,0.165358,12
3,0102120222211,7,26,0.089414,11
3,0102120222212,8,27,0.197055,11
3,0102120222220,7,26,0.255926,11
3,0102120222221,8,27,0.188268,11
3,0102120222222,8,27,0.296125,11
3,0102121000000,9,28,0.518865,11
3,0102121000001,9,29,0.46336,10
3,0102121000002,9,29,0.411706,10
3,0102121000010,9,28,0.467197,11
3,0102121000011,9,29,0.430307,10
3,0102121000012,9,29,0.359526,10
3,0102121000020,12,32,0.420425,10
3,0102121000021,13,33,0.364614,10
3,0102121000022,11,31,0.313764,10
3,0102121000100,9,29,0.454666,10
3,0102121000101,12,32,0.424379,10
3,0102121000102,11,31,0.347778,10
3,0102121000110,9,29,0.425905,10
3,0102121000111,12,32,0.419738,10
3,0102121000112,11,31,0.32608,10
3,0102121000120,13,33,0.356466,10
3,0102121000121,16,36,0.33339,10
3,0102121000122,13,33,0.250411,10
3,0102121000200,9,29,0.390677,10
3,0102121000201,11,31,0.33475,10
3,0102121000202,13,33,0.284262,10
3,0102121000210,9,29,0.338366,10
3,0102121000211,11,31,0.308756,10
3,0102121000212,13,33,0.231025,10
3,0102121000220,11,31,0.292893,10
3,0102121000221,13,33,0.236473,10
3,0102121000222,13,33,0.188073,10
3,0102121001000,9,29,0.469636,10
3,0102121001001,8,28,0.431596,10
3,0102121001002,10,29,0.36188,11
3,0102121001010,9,29,0.433816,10
3,0102121001011,8,28,0.418715,10
3,0102121001012,10,29,0.330605,11
3,0102121001020,13,33,0.370658,10
3,0102121001021,12,32,0.337355,10
3,0102121001022,11,31,0.26305,10
3,0102121001100,8,28,0.426936,10
3,0102121001101,11,31,0.419387,10
3,0102121001102,10,30,0.326528,10
3,0102121001110,7,27,0.418967,10
3,0102121001111,10,30,0.436525,10
3,0102121001112,9,29,0.332542,10
3,0102121001120,11,31,0.334535,10
3,0102121001121,14,34,0.340925,10
3,0102121001122,11,31,0.240144,10
3,0102121001200,10,29,0.340697,11
3,0102121001201,10,30,0.309415,10
3,0102121001202,13,33,0.233168,10
3,0102121001210,9,28,0.310681,11
3,0102121001211,9,29,0.312404,10
3,0102121001212,12,32,0.213357,10
3,0102121001220,10,30,0.241918,10
3,0102121001221,11,31,0.221117,10
3,0102121001222,12,32,0.135008,10
3,0102121002000,10,30,0.425816,10
3,0102121002001,10,30,0.370025,10
3,0102121002002,9,28,0.319117,11
3,0102121002010,10,30,0.373718,10
3,0102121002011,10,30,0.341575,10
3,0102121002012,9,28,0.266244,11
3,0102121002020,13,33,0.327783,10
3,0102121002021,13,33,0.27156,10
3,0102121002022,11,31,0.222187,10
3,0102121002100,10,30,0.361839,10
3,0102121002101,13,33,0.338262,10
3,0102121002102,10,30,0.255717,10
3,0102121002110,9,29,0.33896,10
3,0102121002111,12,32,0.346117,10
3,0102121002112,9,29,0.245076,10
3,0102121002120,12,32,0.26431,10
3,0102121002121,15,35,0.253097,10
3,0102121002122,12,32,0.160415,10
3,0102121002200,9,28,0.298233,11
3,0102121002201,10,30,0.241846,10
3,0102121002202,12,32,0.193272,10
3,0102121002210,8,27,0.245151,11
3,0102121002211,9,29,0.225953,10
3,0102121002212,11,31,0.138617,10
3,0102121002220,10,30,0.201708,10
3,0102121002221,12,32,0.144697,10
3,0102121002222,11,31,0.102501,10
3,0102121010000,9,28,0.46297,11
3,0102121010001,9,29,0.428169,10
3,0102121010002,9,29,0.355493,10
3,0102121010010,9,28,0.430097,11
3,0102121010011,9,28,0.418785,11
3,0102121010012,9,28,0.328211,11
3,0102121010020,12,32,0.364242,10
3,0102121010021,12,32,0.335208,10
3,0102121010022,11,30,0.25713,11
3,0102121010100,9,29,0.424231,10
3,0102121010101,12,32,0.42054,10
3,0102121010102,11,31,0.325504,10
3,0102121010110,9,28,0.419804,11
3,0102121010111,11,31,0.441052,10
3,0102121010112,10,30,0.336038,10
3,0102121010120,12,32,0.333337,10
3,0102121010121,15,35,0.344529,10
3,0102121010122,12,32,0.241877,10
3,0102121010200,9,29,0.334386,10
3,0102121010201,11,31,0.307813,10
3,0102121010202,13,33,0.227471,10
3,0102121010210,9,28,0.308654,11
3,0102121010211,10,30,0.315614,10
3,0102121010212,12,32,0.214246,10
3,0102121010220,11,30,0.236149,11
3,0102121010221,12,32,0.222275,10
3,0102121010222,12,32,0.130786,10
3,0102121011000,9,29,0.431375,10
3,0102121011001,8,28,0.418697,10
3,0102121011002,10,29,0.328993,11
3,0102121011010,9,29,0.418704,10
3,0102121011011,8,27,0.431213,11
3,0102121011012,9,28,0.328891,11
3,0102121011020,13,33,0.337207,10
3,0102121011021,11,31,0.337099,10
3,0102121011022,10,30,0.239311,10
3,0102121011100,8,28,0.419441,10
3,0102121011101,11,31,0.439372,10
3,0102121011102,10,30,0.334709,10
3,0102121011110,7,26,0.436784,11
3,0102121011111,9,29,0.47886,10
3,0102121011112,8,28,0.370924,10
3,0102121011120,10,30,0.341124,10
3,0102121011121,13,33,0.37972,10
3,0102121011122,10,30,0.271798,10
3,0102121011200,10,29,0.309298,11
3,0102121011201,10,30,0.314381,10
3,0102121011202,13,33,0.213803,10
3,0102121011210,8,27,0.312577,11
3,0102121011211,8,28,0.349691,10
3,0102121011212,11,31,0.241776,10
3,0102121011220,9,29,0.221158,10
3,0102121011221,10,30,0.25057,10
3,0102121011222,11,31,0.142712,10
3,0102121012000,10,30,0.369652,10
3,0102121012001,10,30,0.340217,10
3,0102121012002,9,28,0.262511,11
3,0102121012010,10,30,0.341436,10
3,0102121012011,9,29,0.342188,10
3,0102121012012,9,27,0.244033,12
3,0102121012020,13,33,0.271219,10
3,0102121012021,12,32,0.251733,10
3,0102121012022,10,30,0.16504,10
3,0102121012100,10,30,0.338203,10
3,0102121012101,13,33,0.348397,10
3,0102121012102,10,30,0.246166,10
3,0102121012110,8,28,0.34632,10
3,0102121012111,11,31,0.385159,10
3,0102121012112,8,28,0.277235,10
3,0102121012120,11,31,0.253197,10
3,0102121012121,14,34,0.28603,10
3,0102121012122,11,31,0.178142,10
3,0102121012200,9,28,0.241519,11
3,0102121012201,10,30,0.22668,10
3,0102121012202,12,32,0.135998,10
3,0102121012210,8,26,0.226004,12
3,0102121012211,8,28,0.256007,10
3,0102121012212,10,30,0.148143,10
3,0102121012220,9,29,0.144463,10
3,0102121012221,11,31,0.156929,10
3,0102121012222,10,30,0.049428,10
3,0102121020000,10,30,0.410803,10
3,0102121020001,11,31,0.354955,10
3,0102121020002,9,29,0.304214,10
3,0102121020010,10,30,0.358617,10
3,0102121020011,10,30,0.327491,10
3,0102121020012,9,28,0.251194,11
3,0102121020020,12,32,0.312866,10
3,0102121020021,12,32,0.256563,10
3,0102121020022,11,30,0.207562,11
3,0102121020100,11,31,0.346878,10
3,0102121020101,14,34,0.324736,10
3,0102121020102,11,31,0.240954,10
3,0102121020110,10,30,0.325258,10
3,0102121020111,13,33,0.335159,10
3,0102121020112,10,30,0.232878,10
3,0102121020120,12,32,0.249522,10
3,0102121020121,15,35,0.241029,10
3,0102121020122,12,32,0.146306,10
3,0102121020200,9,29,0.283367,10
3,0102121020201,11,31,0.22689,10
3,0102121020202,13,33,0.178827,10
3,0102121020210,9,28,0.23012,11
3,0102121020211,10,30,0.213417,10
3,0102121020212,12,32,0.123863,10
3,0102121020220,11,30,0.187202,11
3,0102121020221,12,32,0.130121,10
3,0102121020222,12,32,0.090201,10
3,0102121021000,11,31,0.36097,10
3,0102121021001,10,30,0.328282,10
3,0102121021002,10,29,0.253385,11
3,0102121021010,11,31,0.329746,10
3,0102121021011,9,29,0.328042,10
3,0102121021012,9,28,0.230959,11
3,0102121021020,13,33,0.262142,10
3,0102121021021,11,31,0.238522,10
3,0102121021022,10,30,0.155025,10
3,0102121021100,10,30,0.3257,10
3,0102121021101,13,33,0.333833,10
3,0102121021102,10,30,0.232234,10
3,0102121021110,8,28,0.331866,10
3,0102121021111,11,31,0.370012,10
3,0102121021112,8,28,0.262091,10
3,0102121021120,10,30,0.239395,10
3,0102121021121,13,33,0.270886,10
3,0102121021122,10,30,0.163009,10
3,0102121021200,10,29,0.232261,11
3,0102121021201,10,30,0.212984,10
3,0102121021202,13,33,0.125479,10
3,0102121021210,8,27,0.212578,11
3,0102121021211,8,28,0.240864,10
3,0102121021212,11,31,0.133017,10
3,0102121021220,9,29,0.134112,10
3,0102121021221,10,30,0.141801,10
3,0102121021222,11,31,0.034568,10
3,0102121022000,10,30,0.318219,10
3,0102121022001,10,30,0.261945,10
3,0102121022002,9,28,0.212804,11
3,0102121022010,10,30,0.265337,10
3,0102121022011,9,29,0.243239,10
3,0102121022012,9,27,0.158527,12
3,0102121022020,13,33,0.221304,10
3,0102121022021,12,32,0.164415,10
3,0102121022022,10,30,0.120031,10
3,0102121022100,10,30,0.254826,10
3,0102121022101,13,33,0.245323,10
3,0102121022102,10,30,0.151348,10
3,0102121022110,8,28,0.244332,10
3,0102121022111,11,31,0.276323,10
3,0102121022112,8,28,0.168442,10
3,0102121022120,11,31,0.15956,10
3,0102121022121,14,34,0.177231,10
3,0102121022122,11,31,0.06956,10
3,0102121022200,9,28,0.192399,11
3,0102121022201,10,30,0.135339,10
3,0102121022202,12,32,0.094522,10
3,0102121022210,8,26,0.137726,12
3,0102121022211,8,28,0.147232,10
3,0102121022212,10,30,0.039878,10
3,0102121022220,9,29,0.101739,10
3,0102121022221,11,31,0.048528,10
3,0102121022222,10,30,0.060641,10
3,0102121100000,7,26,0.422972,11
3,0102121100001,7,27,0.421401,10
3,0102121100002,7,27,0.325242,10
3,0102121100010,7,25,0.420493,12
3,0102121100011,6,26,0.443731,10
3,0102121100012,7,26,0.338225,11
3,0102121100020,9,29,0.332971,10
3,0102121100021,10,30,0.346768,10
3,0102121100022,8,28,0.243221,10
3,0102121100100,7,27,0.424337,10
3,0102121100101,10,30,0.454565,10
3,0102121100102,9,29,0.347687,10
3,0102121100110,6,26,0.451212,10
3,0102121100111,9,29,0.501567,10
3,0102121100112,8,28,0.393854,10
3,0102121100120,10,30,0.353322,10
3,0102121100121,13,33,0.402628,10
3,0102121100122,10,30,0.295077,10
3,0102121100200,7,27,0.306824,10
3,0102121100201,9,29,0.326745,10
3,0102121100202,11,31,0.221163,10
3,0102121100210,7,26,0.323822,11
3,0102121100211,8,28,0.372681,10
3,0102121100212,10,30,0.265212,10
3,0102121100220,8,28,0.227435,10
3,0102121100221,10,30,0.273957,10
3,0102121100222,10,30,0.167058,10
3,0102121101000,7,27,0.420023,10
3,0102121101001,6,26,0.441959,10
3,0102121101002,8,28,0.33677,10
3,0102121101010,7,27,0.43922,10
3,0102121101011,5,25,0.482941,10
3,0102121101012,7,27,0.374985,10
3,0102121101020,11,31,0.34304,10
3,0102121101021,9,29,0.383784,10
3,0102121101022,9,29,0.275827,10
3,0102121101100,6,26,0.449212,10
3,0102121101101,9,29,0.498593,10
3,0102121101102,8,28,0.390811,10
3,0102121101110,5,25,0.49387,10
3,0102121101111,8,28,0.558677,10
3,0102121101112,7,27,0.453381,10
3,0102121101120,9,29,0.39479,10
3,0102121101121,12,32,0.461917,10
3,0102121101122,9,29,0.358065,10
3,0102121101200,8,28,0.322123,10
3,0102121101201,8,28,0.36962,10
3,0102121101202,12,32,0.262016,10
3,0102121101210,7,27,0.364786,10
3,0102121101211,7,27,0.432821,10
3,0102121101212,11,31,0.32964,10
3,0102121101220,9,29,0.265785,10
3,0102121101221,9,29,0.337938,10
3,0102121101222,11,31,0.238622,10
3,0102121102000,8,27,0.337775,11
3,0102121102001,8,28,0.350547,10
3,0102121102002,7,26,0.247395,11
3,0102121102010,8,27,0.348273,11
3,0102121102011,7,27,0.389223,10
3,0102121102012,6,25,0.281267,11
3,0102121102020,10,30,0.254249,10
3,0102121102021,10,30,0.290066,10
3,0102121102022,8,28,0.18211,10
3,0102121102100,8,28,0.35687,10
3,0102121102101,11,31,0.405021,10
3,0102121102102,8,28,0.297348,10
3,0102121102110,7,27,0.400224,10
3,0102121102111,10,30,0.467199,10
3,0102121102112,7,27,0.363241,10
3,0102121102120,10,30,0.301193,10
3,0102121102121,13,33,0.371628,10
3,0102121102122,10,30,0.270529,10
3,0102121102200,7,26,0.231395,11
3,0102121102201,8,28,0.276192,10
3,0102121102202,10,30,0.16897,10
3,0102121102210,6,25,0.271213,11
3,0102121102211,7,27,0.343081,10
3,0102121102212,9,29,0.24345,10
3,0102121102220,8,28,0.172381,10
3,0102121102221,10,30,0.251313,10
3,0102121102222,9,29,0.161653,10
3,0102121110000,7,26,0.421505,11
3,0102121110001,7,27,0.447042,10
3,0102121110002,7,27,0.341024,10
3,0102121110010,7,25,0.444034,12
3,0102121110011,6,25,0.490668,11
3,0102121110012,7,25,0.382755,12
3,0102121110020,9,29,0.347025,10
3,0102121110021,9,29,0.391549,10
3,0102121110022,8,27,0.283666,11
3,0102121110100,7,27,0.454922,10
3,0102121110101,10,30,0.506979,10
3,0102121110102,9,29,0.399414,10
3,0102121110110,6,25,0.50207,11
3,0102121110111,8,28,0.568822,10
3,0102121110112,7,27,0.464065,10
3,0102121110120,9,29,0.403142,10
3,0102121110121,12,32,0.472549,10
3,0102121110122,9,29,0.369474,10
3,0102121110200,7,27,0.32706,10
3,0102121110201,9,29,0.378279,10
3,0102121110202,11,31,0.271096,10
3,0102121110210,7,25,0.3732,12
3,0102121110211,7,27,0.443638,10
3,0102121110212,9,29,0.341333,10
3,0102121110220,8,27,0.274497,11
3,0102121110221,9,29,0.349544,10
3,0102121110222,9,29,0.251562,10
3,0102121111000,7,27,0.442252,10
3,0102121111001,6,26,0.487854,10
3,0102121111002,8,28,0.379914,10
3,0102121111010,7,27,0.483397,10
3,0102121111011,5,23,0.545432,12
3,0102121111012,6,25,0.43946,11
3,0102121111020,11,31,0.384239,10
3,0102121111021,7,27,0.448061,10
3,0102121111022,7,27,0.343215,10
3,0102121111100,6,26,0.499089,10
3,0102121111101,9,29,0.565154,10
3,0102121111102,8,28,0.460201,10
3,0102121111110,5,23,0.559282,12
3,0102121111111,6,26,0.636015,10
3,0102121111112,6,25,0.534973,11
3,0102121111120,7,27,0.46255,10
3,0102121111121,10,30,0.543108,10
3,0102121111122,7,27,0.445036,10
3,0102121111200,8,28,0.37013,10
3,0102121111201,8,28,0.439725,10
3,0102121111202,12,32,0.337103,10
3,0102121111210,6,25,0.433465,11
3,0102121111211,6,25,0.515425,11
3,0102121111212,9,29,0.418616,10
3,0102121111220,7,27,0.338629,10
3,0102121111221,7,27,0.426306,10
3,0102121111222,9,29,0.33574,10
3,0102121112000,8,27,0.350794,11
3,0102121112001,8,28,0.39415,10
3,0102121112002,7,26,0.28622,11
3,0102121112010,8,27,0.389678,11
3,0102121112011,6,25,0.453383,11
3,0102121112012,6,23,0.348453,13
3,0102121112020,10,30,0.29052,10
3,0102121112021,8,28,0.356937,10
3,0102121112022,7,26,0.254317,11
3,0102121112100,8,28,0.405526,10
3,0102121112101,11,31,0.473965,10
3,0102121112102,8,28,0.370492,10
3,0102121112110,6,25,0.46783,11
3,0102121112111,8,28,0.548148,10
3,0102121112112,6,25,0.449869,11
3,0102121112120,8,28,0.3723,10
3,0102121112121,11,31,0.457716,10
3,0102121112122,8,28,0.364458,10
3,0102121112200,7,26,0.276719,11
3,0102121112201,8,28,0.350454,10
3,0102121112202,10,30,0.251662,10
3,0102121112210,6,23,0.343768,13
3,0102121112211,6,25,0.431081,11
3,0102121112212,8,27,0.340061,11
3,0102121112220,7,26,0.252072,11
3,0102121112221,8,28,0.347116,10
3,0102121112222,8,27,0.267787,11
3,0102121120000,8,28,0.324444,10
3,0102121120001,9,29,0.340133,10
3,0102121120002,7,27,0.235897,10
3,0102121120010,8,27,0.337592,11
3,0102121120011,7,27,0.381843,10
3,0102121120012,7,25,0.273964,12
3,0102121120020,9,29,0.242526,10
3,0102121120021,9,29,0.282754,10
3,0102121120022,8,27,0.174961,11
3,0102121120100,9,29,0.34711,10
3,0102121120101,12,32,0.398506,10
3,0102121120102,9,29,0.291232,10
3,0102121120110,7,27,0.39346,10
3,0102121120111,10,30,0.463186,10
3,0102121120112,7,27,0.360342,10
3,0102121120120,9,29,0.294705,10
3,0102121120121,12,32,0.368615,10
3,0102121120122,9,29,0.269427,10
3,0102121120200,7,27,0.220523,10
3,0102121120201,9,29,0.270193,10
3,0102121120202,11,31,0.164038,10
3,0102121120210,7,25,0.264849,12
3,0102121120211,7,27,0.340483,10
3,0102121120212,9,29,0.243163,10
3,0102121120220,8,27,0.166752,11
3,0102121120221,9,29,0.250769,10
3,0102121120222,9,29,0.165813,10
3,0102121121000,9,29,0.336126,10
3,0102121121001,8,28,0.379002,10
3,0102121121002,8,28,0.271075,10
3,0102121121010,9,29,0.374528,10
3,0102121121011,6,25,0.438568,11
3,0102121121012,6,25,0.333881,11
3,0102121121020,11,31,0.27537,10
3,0102121121021,7,27,0.342338,10
3,0102121121022,7,27,0.240289,10
3,0102121121100,8,28,0.390408,10
3,0102121121101,11,31,0.45932,10
3,0102121121102,8,28,0.356183,10
3,0102121121110,6,25,0.453133,11
3,0102121121111,8,28,0.53413,10
3,0102121121112,6,25,0.436443,11
3,0102121121120,7,27,0.357878,10
3,0102121121121,10,30,0.444227,10
3,0102121121122,7,27,0.352043,10
3,0102121121200,8,28,0.261639,10
3,0102121121201,8,28,0.33625,10
3,0102121121202,12,32,0.238434,10
3,0102121121210,6,25,0.329478,11
3,0102121121211,6,25,0.417821,11
3,0102121121212,9,29,0.32811,10
3,0102121121220,7,27,0.238588,10
3,0102121121221,7,27,0.335019,10
3,0102121121222,9,29,0.25832,10
3,0102121122000,8,27,0.246692,11
3,0102121122001,8,28,0.285308,10
3,0102121122002,7,26,0.177412,11
3,0102121122010,8,27,0.280809,11
3,0102121122011,6,25,0.347574,11
3,0102121122012,6,23,0.24531,13
3,0102121122020,10,30,0.181652,10
3,0102121122021,8,28,0.253468,10
3,0102121122022,7,26,0.158194,11
3,0102121122100,8,28,0.296961,10
3,0102121122101,11,31,0.369628,10
3,0102121122102,8,28,0.269726,10
3,0102121122110,6,25,0.363049,11
3,0102121122111,8,28,0.449058,10
3,0102121122112,6,25,0.356476,11
3,0102121122120,8,28,0.270439,10
3,0102121122121,11,31,0.363704,10
3,0102121122122,8,28,0.28127,10
3,0102121122200,7,26,0.168638,11
3,0102121122201,8,28,0.250859,10
3,0102121122202,10,30,0.16417,10
3,0102121122210,6,23,0.243406,13
3,0102121122211,6,25,0.339334,11
3,0102121122212,8,27,0.261657,11
3,0102121122220,7,26,0.161866,11
3,0102121122221,8,28,0.267202,10
3,0102121122222,8,27,0.214763,11
3,0102121200000,8,27,0.275241,11
3,0102121200001,8,28,0.218712,10
3,0102121200002,9,29,0.17097,10
3,0102121200010,8,26,0.221897,12
3,0102121200011,7,27,0.2067,10
3,0102121200012,8,28,0.115828,10
3,0102121200020,10,30,0.179305,10
3,0102121200021,11,31,0.122198,10
3,0102121200022,9,29,0.083863,10
3,0102121200100,8,28,0.212334,10
3,0102121200101,11,31,0.212268,10
3,0102121200102,11,31,0.111831,10
3,0102121200110,7,27,0.210208,10
3,0102121200111,10,30,0.256065,10
3,0102121200112,10,30,0.149375,10
3,0102121200120,11,31,0.119537,10
3,0102121200121,14,34,0.158006,10
3,0102121200122,11,31,0.055849,10
3,0102121200200,10,30,0.151068,10
3,0102121200201,12,32,0.094055,10
3,0102121200202,13,33,0.064726,10
3,0102121200210,9,29,0.095461,10
3,0102121200211,11,31,0.128636,10
3,0102121200212,12,32,0.034432,10
3,0102121200220,9,29,0.069538,10
3,0102121200221,11,31,0.039561,10
3,0102121200222,12,32,0.087252,10
3,0102121201000,8,27,0.224016,11
3,0102121201001,7,27,0.206145,10
3,0102121201002,9,29,0.117362,10
3,0102121201010,8,27,0.205547,11
3,0102121201011,6,26,0.236583,10
3,0102121201012,8,28,0.128628,10
3,0102121201020,11,31,0.125972,10
3,0102121201021,10,30,0.137427,10
3,0102121201022,9,29,0.02948,10
3,0102121201100,7,27,0.20911,10
3,0102121201101,10,30,0.252852,10
3,0102121201102,10,30,0.145826,10
3,0102121201110,6,26,0.24782,10
3,0102121201111,9,29,0.320985,10
3,0102121201112,9,29,0.22284,10
3,0102121201120,10,30,0.149075,10
3,0102121201121,13,33,0.230511,10
3,0102121201122,10,30,0.145503,10
3,0102121201200,10,30,0.096722,10
3,0102121201201,11,31,0.12496,10
3,0102121201202,13,33,0.028992,10
3,0102121201210,9,29,0.119299,10
3,0102121201211,10,30,0.204699,10
3,0102121201212,12,32,0.12815,10
3,0102121201220,9,29,0.02573,10
3,0102121201221,10,30,0.132765,10
3,0102121201222,12,32,0.116434,10
3,0102121202000,9,29,0.184479,10
3,0102121202001,10,30,0.127387,10
3,0102121202002,8,28,0.087982,10
3,0102121202010,9,29,0.129639,10
3,0102121202011,9,29,0.142866,10
3,0102121202012,7,27,0.034918,10
3,0102121202020,11,31,0.094928,10
3,0102121202021,11,31,0.043714,10
3,0102121202022,9,29,0.064257,10
3,0102121202100,10,30,0.124373,10
3,0102121202101,13,33,0.15987,10
3,0102121202102,10,30,0.055895,10
3,0102121202110,9,29,0.154478,10
3,0102121202111,12,32,0.235293,10
3,0102121202112,9,29,0.149077,10
3,0102121202120,11,31,0.057078,10
3,0102121202121,14,34,0.155088,10
3,0102121202122,11,31,0.111009,10
3,0102121202200,9,29,0.072886,10
3,0102121202201,11,31,0.038141,10
3,0102121202202,12,32,0.083159,10
3,0102121202210,8,28,0.029945,10
3,0102121202211,10,30,0.135825,10
3,0102121202212,11,31,0.11491,10
3,0102121202220,9,29,0.076891,10
3,0102121202221,11,31,0.112957,10
3,0102121202222,11,31,0.170073,10
3,0102121210000,8,27,0.218399,11
3,0102121210001,8,28,0.208043,10
3,0102121210002,9,29,0.113686,10
3,0102121210010,8,26,0.206808,12
3,0102121210011,7,26,0.244464,11
3,0102121210012,8,27,0.13675,11
3,0102121210020,10,30,0.122009,10
3,0102121210021,10,30,0.145515,10
3,0102121210022,9,28,0.039014,11
3,0102121210100,8,28,0.212501,10
3,0102121210101,11,31,0.261983,10
3,0102121210102,11,31,0.155983,10
3,0102121210110,7,26,0.256611,11
3,0102121210111,9,29,0.332772,10
3,0102121210112,9,29,0.236067,10
3,0102121210120,10,30,0.158605,10
3,0102121210121,13,33,0.243595,10
3,0102121210122,10,30,0.160433,10
3,0102121210200,10,30,0.093955,10
3,0102121210201,12,32,0.135494,10
3,0102121210202,13,33,0.044143,10
3,0102121210210,9,28,0.129264,11
3,0102121210211,10,30,0.218288,10
3,0102121210212,11,31,0.143301,10
3,0102121210220,9,28,0.040457,11
3,0102121210221,10,30,0.147894,10
3,0102121210222,11,31,0.127151,10
3,0102121211000,8,27,0.206228,11
3,0102121211001,7,27,0.241555,10
3,0102121211002,9,29,0.133693,10
3,0102121211010,8,27,0.237038,11
3,0102121211011,6,24,0.305639,12
3,0102121211012,7,26,0.205513,11
3,0102121211020,11,31,0.13788,10
3,0102121211021,8,28,0.213388,10
3,0102121211022,8,27,0.125556,11
3,0102121211100,7,27,0.253386,10
3,0102121211101,10,30,0.328508,10
3,0102121211102,10,30,0.231291,10
3,0102121211110,6,24,0.321687,12
3,0102121211111,7,27,0.410616,10
3,0102121211112,7,27,0.321681,10
3,0102121211120,8,28,0.231292,10
3,0102121211121,11,31,0.328503,10
3,0102121211122,8,28,0.25337,10
3,0102121211200,10,30,0.125567,10
3,0102121211201,11,31,0.213385,10
3,0102121211202,13,33,0.137861,10
3,0102121211210,8,27,0.205511,11
3,0102121211211,8,28,0.305631,10
3,0102121211212,10,30,0.237019,10
3,0102121211220,8,27,0.133676,11
3,0102121211221,8,28,0.241537,10
3,0102121211222,10,30,0.206197,10
3,0102121212000,9,29,0.127187,10
3,0102121212001,10,30,0.147911,10
3,0102121212002,8,28,0.04047,10
3,0102121212010,9,29,0.143319,10
3,0102121212011,7,27,0.218291,10
3,0102121212012,7,25,0.129254,12
3,0102121212020,11,31,0.044162,10
3,0102121212021,9,29,0.135485,10
3,0102121212022,8,27,0.093921,11
3,0102121212100,10,30,0.160446,10
3,0102121212101,13,33,0.243596,10
3,0102121212102,10,30,0.158593,10
3,0102121212110,7,27,0.236068,10
3,0102121212111,10,30,0.332766,10
3,0102121212112,7,27,0.256596,10
3,0102121212120,9,29,0.155972,10
3,0102121212121,12,32,0.261969,10
3,0102121212122,9,29,0.212475,10
3,0102121212200,9,29,0.039006,10
3,0102121212201,11,31,0.145499,10
3,0102121212202,12,32,0.121973,10
3,0102121212210,8,26,0.136734,12
3,0102121212211,8,28,0.244446,10
3,0102121212212,9,29,0.206777,10
3,0102121212220,8,27,0.113651,11
3,0102121212221,9,29,0.208014,10
3,0102121212222,9,29,0.218362,10
3,0102121220000,9,29,0.170108,10
3,0102121220001,10,30,0.112993,10
3,0102121220002,9,29,0.076917,10
3,0102121220010,9,28,0.114947,11
3,0102121220011,8,28,0.135841,10
3,0102121220012,8,27,0.029949,11
3,0102121220020,10,30,0.083187,10
3,0102121220021,10,30,0.038148,10
3,0102121220022,9,28,0.072862,11
3,0102121220100,10,30,0.111042,10
3,0102121220101,13,33,0.155098,10
3,0102121220102,11,31,0.05707,10
3,0102121220110,8,28,0.149089,10
3,0102121220111,11,31,0.235292,10
3,0102121220112,9,29,0.154463,10
3,0102121220120,10,30,0.055893,10
3,0102121220121,13,33,0.159856,10
3,0102121220122,10,30,0.124339,10
3,0102121220200,10,30,0.064275,10
3,0102121220201,12,32,0.043695,10
3,0102121220202,13,33,0.094897,10
3,0102121220210,9,28,0.034898,11
3,0102121220211,10,30,0.142847,10
3,0102121220212,11,31,0.129602,10
3,0102121220220,9,28,0.087953,11
3,0102121220221,10,30,0.127351,10
3,0102121220222,11,31,0.184443,10
3,0102121221000,10,29,0.116471,11
3,0102121221001,9,29,0.132782,10
3,0102121221002,9,29,0.025739,10
3,0102121221010,10,29,0.128169,11
3,0102121221011,7,26,0.204701,11
3,0102121221012,7,26,0.119285,11
3,0102121221020,11,31,0.029011,10
3,0102121221021,8,28,0.124948,10
3,0102121221022,8,27,0.096685,11
3,0102121221100,9,29,0.145515,10
3,0102121221101,12,32,0.23051,10
3,0102121221102,10,30,0.14906,10
3,0102121221110,7,26,0.22284,11
3,0102121221111,9,29,0.320979,10
3,0102121221112,7,27,0.247804,10
3,0102121221120,8,28,0.145813,10
3,0102121221121,11,31,0.252837,10
3,0102121221122,8,28,0.209082,10
3,0102121221200,10,30,0.029461,10
3,0102121221201,11,31,0.137408,10
3,0102121221202,13,33,0.125935,10
3,0102121221210,8,27,0.128609,11
3,0102121221211,8,28,0.236564,10
3,0102121221212,10,30,0.205516,10
3,0102121221220,8,27,0.117325,11
3,0102121221221,8,28,0.206114,10
3,0102121221222,10,30,0.223979,10
3,0102121222000,9,29,0.087281,10
3,0102121222001,10,30,0.039574,10
3,0102121222002,8,28,0.069516,10
3,0102121222010,9,29,0.034451,10
3,0102121222011,7,27,0.128625,10
3,0102121222012,7,25,0.095426,12
3,0102121222020,11,31,0.064707,10
3,0102121222021,9,29,0.09402,10
3,0102121222022,8,27,0.151033,11
3,0102121222100,10,30,0.055851,10
3,0102121222101,13,33,0.157994,10
