K,分区编码,资源缺口,资源配置总规模,工作量均衡系数,组内冗余
3,0102121222102,10,30,0.119504,10
3,0102121222110,7,27,0.149363,10
3,0102121222111,10,30,0.25605,10
3,0102121222112,7,27,0.210181,10
3,0102121222120,9,29,0.111799,10
3,0102121222121,12,32,0.212241,10
3,0102121222122,9,29,0.212297,10
3,0102121222200,9,29,0.083835,10
3,0102121222201,11,31,0.122162,10
3,0102121222202,12,32,0.179269,10
3,0102121222210,8,26,0.115792,12
3,0102121222211,8,28,0.20667,10
3,0102121222212,9,29,0.221859,10
3,0102121222220,8,27,0.170934,11
3,0102121222221,9,29,0.218675,10
3,0102121222222,9,29,0.275204,10
3,0102122000000,7,25,0.475028,12
3,0102122000001,6,26,0.383153,10
3,0102122000002,7,27,0.387633,10
3,0102122000010,7,25,0.390333,12
3,0102122000011,6,26,0.308098,10
3,0102122000012,7,27,0.296095,10
3,0102122000020,9,29,0.394375,10
3,0102122000021,10,30,0.29562,10
3,0102122000022,8,28,0.318667,10
3,0102122000100,6,26,0.366114,10
3,0102122000101,10,30,0.288251,10
3,0102122000102,9,29,0.269434,10
3,0102122000110,6,26,0.293886,10
3,0102122000111,10,30,0.238386,10
3,0102122000112,9,29,0.188756,10
3,0102122000120,10,30,0.277002,10
3,0102122000121,14,34,0.191008,10
3,0102122000122,10,30,0.191558,10
3,0102122000200,8,28,0.371715,10
3,0102122000201,10,30,0.270691,10
3,0102122000202,11,31,0.301122,10
3,0102122000210,8,28,0.278731,10
3,0102122000211,10,30,0.184939,10
3,0102122000212,11,31,0.202233,10
3,0102122000220,8,28,0.30606,10
3,0102122000221,10,30,0.198695,10
3,0102122000222,11,31,0.259971,10
3,0102122001000,8,28,0.394805,10
3,0102122001001,7,26,0.311866,11
3,0102122001002,9,29,0.300992,10
3,0102122001010,8,28,0.318064,10
3,0102122001011,7,26,0.252911,11
3,0102122001012,9,29,0.215859,10
3,0102122001020,12,32,0.308292,10
3,0102122001021,10,30,0.217113,10
3,0102122001022,10,30,0.226227,10
3,0102122001100,7,26,0.297446,11
3,0102122001101,9,29,0.24033,10
3,0102122001102,9,29,0.192735,10
3,0102122001110,6,25,0.2437,11
3,0102122001111,8,28,0.223793,10
3,0102122001112,8,28,0.136993,10
3,0102122001120,9,29,0.201141,10
3,0102122001121,12,32,0.142993,10
3,0102122001122,9,29,0.102664,10
3,0102122001200,10,30,0.283723,10
3,0102122001201,10,30,0.189304,10
3,0102122001202,13,33,0.207651,10
3,0102122001210,9,29,0.196478,10
3,0102122001211,9,29,0.123895,10
3,0102122001212,12,32,0.109217,10
3,0102122001220,9,29,0.212821,10
3,0102122001221,9,29,0.106465,10
3,0102122001222,12,32,0.171238,10
3,0102122002000,8,27,0.398583,11
3,0102122002001,8,27,0.300234,11
3,0102122002002,7,26,0.322042,11
3,0102122002010,8,27,0.308009,11
3,0102122002011,8,27,0.218063,11
3,0102122002012,7,26,0.224538,11
3,0102122002020,10,30,0.327619,10
3,0102122002021,10,30,0.222061,10
3,0102122002022,9,28,0.271268,11
3,0102122002100,8,27,0.281716,11
3,0102122002101,11,31,0.196293,10
3,0102122002102,8,28,0.195331,10
3,0102122002110,7,26,0.202451,11
3,0102122002111,10,30,0.146843,10
3,0102122002112,7,27,0.102379,10
3,0102122002120,9,29,0.201595,10
3,0102122002121,13,33,0.102529,10
3,0102122002122,9,29,0.144361,10
3,0102122002200,8,27,0.309199,11
3,0102122002201,9,29,0.202049,10
3,0102122002202,10,30,0.261423,10
3,0102122002210,7,26,0.210751,11
3,0102122002211,8,28,0.105096,10
3,0102122002212,9,29,0.166909,10
3,0102122002220,8,27,0.263991,11
3,0102122002221,9,29,0.160049,10
3,0102122002222,9,29,0.252663,10
3,0102122010000,8,27,0.382413,11
3,0102122010001,7,27,0.301497,10
3,0102122010002,9,29,0.287403,10
3,0102122010010,8,27,0.30747,11
3,0102122010011,7,26,0.246188,11
3,0102122010012,9,28,0.20397,11
3,0102122010020,11,31,0.294813,10
3,0102122010021,10,30,0.205622,10
3,0102122010022,10,29,0.211388,11
3,0102122010100,7,27,0.287676,10
3,0102122010101,10,30,0.235188,10
3,0102122010102,10,30,0.18184,10
3,0102122010110,7,26,0.23807,11
3,0102122010111,9,29,0.225039,10
3,0102122010112,9,29,0.133006,10
3,0102122010120,10,30,0.190377,10
3,0102122010121,13,33,0.139656,10
3,0102122010122,10,30,0.089225,10
3,0102122010200,10,30,0.269861,10
3,0102122010201,11,31,0.177294,10
3,0102122010202,13,33,0.192563,10
3,0102122010210,10,29,0.184212,11
3,0102122010211,10,30,0.118118,10
3,0102122010212,12,32,0.094311,10
3,0102122010220,10,29,0.197791,11
3,0102122010221,10,30,0.091838,10
3,0102122010222,12,32,0.157437,10
3,0102122011000,8,28,0.311231,10
3,0102122011001,7,26,0.248516,11
3,0102122011002,9,29,0.20819,10
3,0102122011010,8,28,0.252486,10
3,0102122011011,7,25,0.223728,12
3,0102122011012,8,28,0.14468,10
3,0102122011020,12,32,0.216408,10
3,0102122011021,9,29,0.149778,10
3,0102122011022,9,29,0.121328,10
3,0102122011100,7,26,0.239997,11
3,0102122011101,9,29,0.224475,10
3,0102122011102,9,29,0.134254,10
3,0102122011110,6,24,0.22384,12
3,0102122011111,7,27,0.253583,10
3,0102122011112,7,27,0.145721,10
3,0102122011120,8,28,0.142749,10
3,0102122011121,11,31,0.154507,10
3,0102122011122,8,28,0.047036,10
3,0102122011200,10,30,0.188568,10
3,0102122011201,10,30,0.120004,10
3,0102122011202,13,33,0.099654,10
3,0102122011210,8,28,0.123503,10
3,0102122011211,8,28,0.124522,10
3,0102122011212,11,31,0.018188,10
3,0102122011220,8,28,0.10558,10
3,0102122011221,8,28,0.026365,10
3,0102122011222,11,31,0.083245,10
3,0102122012000,9,29,0.299431,10
3,0102122012001,9,28,0.210802,11
3,0102122012002,8,28,0.21507,10
3,0102122012010,9,29,0.217373,10
3,0102122012011,8,27,0.153097,11
3,0102122012012,8,27,0.12063,11
3,0102122012020,12,32,0.221179,10
3,0102122012021,10,30,0.120014,10
3,0102122012022,9,29,0.16409,10
3,0102122012100,9,28,0.195666,11
3,0102122012101,11,31,0.14477,10
3,0102122012102,9,29,0.09396,10
3,0102122012110,7,26,0.146622,11
3,0102122012111,9,29,0.15994,10
3,0102122012112,7,27,0.052404,10
3,0102122012120,9,29,0.101769,10
3,0102122012121,12,32,0.061113,10
3,0102122012122,9,29,0.048059,10
3,0102122012200,9,29,0.201147,10
3,0102122012201,10,30,0.095844,10
3,0102122012202,12,32,0.157959,10
3,0102122012210,8,27,0.104224,11
3,0102122012211,8,28,0.031588,10
3,0102122012212,10,30,0.077833,10
3,0102122012220,8,28,0.159193,10
3,0102122012221,9,29,0.069087,10
3,0102122012222,10,30,0.176756,10
3,0102122020000,8,27,0.386939,11
3,0102122020001,8,28,0.287453,10
3,0102122020002,7,27,0.312787,10
3,0102122020010,8,27,0.295339,11
3,0102122020011,7,27,0.20382,10
3,0102122020012,7,26,0.214579,11
3,0102122020020,9,29,0.318107,10
3,0102122020021,9,29,0.211671,10
3,0102122020022,8,27,0.265924,11
3,0102122020100,8,28,0.268653,10
3,0102122020101,12,32,0.181596,10
3,0102122020102,9,29,0.18503,10
3,0102122020110,7,27,0.187881,10
3,0102122020111,11,31,0.132331,10
3,0102122020112,8,28,0.089808,10
3,0102122020120,9,29,0.190934,10
3,0102122020121,13,33,0.089235,10
3,0102122020122,9,29,0.141161,10
3,0102122020200,8,28,0.30062,10
3,0102122020201,10,30,0.192944,10
3,0102122020202,11,31,0.257645,10
3,0102122020210,8,27,0.201709,11
3,0102122020211,9,29,0.09461,10
3,0102122020212,10,30,0.165529,10
3,0102122020220,8,27,0.259738,11
3,0102122020221,9,29,0.158189,10
3,0102122020222,10,30,0.25472,10
3,0102122021000,10,30,0.30024,10
3,0102122021001,9,28,0.208054,11
3,0102122021002,9,29,0.219944,10
3,0102122021010,10,30,0.215019,10
3,0102122021011,8,27,0.144172,11
3,0102122021012,8,28,0.123164,10
3,0102122021020,12,32,0.225626,10
3,0102122021021,9,29,0.121469,10
3,0102122021022,9,29,0.17478,10
3,0102122021100,9,28,0.191866,11
3,0102122021101,11,31,0.133604,10
3,0102122021102,9,29,0.094823,10
3,0102122021110,7,26,0.136099,11
3,0102122021111,9,29,0.14481,10
3,0102122021112,7,27,0.037506,10
3,0102122021120,8,28,0.101914,10
3,0102122021121,11,31,0.046138,10
3,0102122021122,8,28,0.063046,10
3,0102122021200,10,30,0.207129,10
3,0102122021201,10,30,0.099962,10
3,0102122021202,13,33,0.170378,10
3,0102122021210,8,28,0.108638,10
3,0102122021211,8,28,0.017375,10
3,0102122021212,11,31,0.092915,10
3,0102122021220,8,28,0.171134,10
3,0102122021221,8,28,0.084153,10
3,0102122021222,11,31,0.191892,10
3,0102122022000,8,27,0.321472,11
3,0102122022001,8,27,0.215336,11
3,0102122022002,7,26,0.267756,11
3,0102122022010,8,27,0.223922,11
3,0102122022011,7,26,0.12073,11
3,0102122022012,7,25,0.170865,12
3,0102122022020,10,30,0.270926,10
3,0102122022021,9,29,0.164714,10
3,0102122022022,8,27,0.251315,11
3,0102122022100,8,27,0.194693,11
3,0102122022101,11,31,0.093943,10
3,0102122022102,8,28,0.142133,10
3,0102122022110,6,25,0.101602,11
3,0102122022111,9,29,0.051502,10
3,0102122022112,6,26,0.057655,10
3,0102122022120,8,28,0.144125,10
3,0102122022121,12,32,0.048958,10
3,0102122022122,8,28,0.156455,10
3,0102122022200,8,27,0.261172,11
3,0102122022201,9,29,0.158693,10
3,0102122022202,10,30,0.253879,10
3,0102122022210,7,25,0.166787,12
3,0102122022211,7,27,0.07874,10
3,0102122022212,8,28,0.186457,10
3,0102122022220,7,26,0.252761,11
3,0102122022221,8,28,0.177667,10
3,0102122022222,8,28,0.285555,10
3,0102122100000,6,25,0.282528,11
3,0102122100001,6,26,0.232742,10
3,0102122100002,7,27,0.176141,10
3,0102122100010,6,24,0.235344,12
3,0102122100011,5,25,0.226149,10
3,0102122100012,6,26,0.131513,10
3,0102122100020,8,28,0.184744,10
3,0102122100021,9,29,0.138499,10
3,0102122100022,7,27,0.08212,10
3,0102122100100,6,26,0.227741,10
3,0102122100101,9,29,0.23261,10
3,0102122100102,9,29,0.13045,10
3,0102122100110,5,25,0.230331,10
3,0102122100111,8,28,0.276953,10
3,0102122100112,8,28,0.170024,10
3,0102122100120,9,29,0.137786,10
3,0102122100121,12,32,0.178693,10
3,0102122100122,9,29,0.074469,10
3,0102122100200,8,28,0.155468,10
3,0102122100201,10,30,0.111644,10
3,0102122100202,11,31,0.057173,10
3,0102122100210,7,27,0.112009,10
3,0102122100211,9,29,0.149163,10
3,0102122100212,10,30,0.048469,10
3,0102122100220,7,27,0.06403,10
3,0102122100221,9,29,0.055666,10
3,0102122100222,10,30,0.067881,10
3,0102122101000,6,26,0.237103,10
3,0102122101001,5,25,0.225387,10
3,0102122101002,8,28,0.132435,10
3,0102122101010,6,26,0.224429,10
3,0102122101011,4,24,0.257604,10
3,0102122101012,7,27,0.149649,10
3,0102122101020,10,30,0.14078,10
3,0102122101021,8,28,0.158447,10
3,0102122101022,8,28,0.050496,10
3,0102122101100,5,25,0.229079,10
3,0102122101101,8,28,0.273777,10
3,0102122101102,8,28,0.166572,10
3,0102122101110,4,24,0.268793,10
3,0102122101111,7,27,0.340787,10
3,0102122101112,7,27,0.241294,10
3,0102122101120,8,28,0.169969,10
3,0102122101121,11,31,0.24914,10
3,0102122101122,8,28,0.159898,10
3,0102122101200,9,29,0.112578,10
3,0102122101201,9,29,0.145612,10
3,0102122101202,12,32,0.043473,10
3,0102122101210,8,28,0.140126,10
3,0102122101211,8,28,0.222652,10
3,0102122101212,11,31,0.139843,10
3,0102122101220,8,28,0.043547,10
3,0102122101221,8,28,0.145363,10
3,0102122101222,11,31,0.111901,10
3,0102122102000,7,26,0.190071,11
3,0102122102001,7,27,0.143497,10
3,0102122102002,6,26,0.086982,10
3,0102122102010,7,26,0.144862,11
3,0102122102011,6,26,0.163887,10
3,0102122102012,5,25,0.055935,10
3,0102122102020,9,29,0.09498,10
3,0102122102021,9,29,0.064732,10
3,0102122102022,7,27,0.043239,10
3,0102122102100,7,27,0.142404,10
3,0102122102101,10,30,0.18066,10
3,0102122102102,8,28,0.075267,10
3,0102122102110,6,26,0.17538,10
3,0102122102111,9,29,0.254021,10
3,0102122102112,7,27,0.163857,10
3,0102122102120,9,29,0.077354,10
3,0102122102121,12,32,0.170433,10
3,0102122102122,9,29,0.113046,10
3,0102122102200,7,27,0.068491,10
3,0102122102201,9,29,0.055702,10
3,0102122102202,10,30,0.06344,10
3,0102122102210,6,26,0.048577,10
3,0102122102211,8,28,0.148932,10
3,0102122102212,9,29,0.111346,10
3,0102122102220,7,27,0.056626,10
3,0102122102221,9,29,0.111008,10
3,0102122102222,9,29,0.154756,10
3,0102122110000,6,25,0.232489,11
3,0102122110001,6,26,0.227825,10
3,0102122110002,7,27,0.130415,10
3,0102122110010,6,24,0.226289,12
3,0102122110011,5,24,0.26546,11
3,0102122110012,6,25,0.157697,11
3,0102122110020,8,28,0.138401,10
3,0102122110021,8,28,0.166471,10
3,0102122110022,7,26,0.05934,11
3,0102122110100,6,26,0.232864,10
3,0102122110101,9,29,0.282796,10
3,0102122110102,9,29,0.176437,10
3,0102122110110,5,24,0.277493,11
3,0102122110111,7,27,0.352363,10
3,0102122110112,7,27,0.254188,10
3,0102122110120,8,28,0.179276,10
3,0102122110121,11,31,0.261901,10
3,0102122110122,8,28,0.17451,10
3,0102122110200,8,28,0.111646,10
3,0102122110201,10,30,0.155773,10
3,0102122110202,11,31,0.057588,10
3,0102122110210,7,26,0.149769,11
3,0102122110211,8,28,0.235883,10
3,0102122110212,9,29,0.154878,10
3,0102122110220,7,26,0.056476,11
3,0102122110221,8,28,0.160296,10
3,0102122110222,9,29,0.124301,10
3,0102122111000,6,26,0.225506,10
3,0102122111001,5,25,0.262566,10
3,0102122111002,8,28,0.154685,10
3,0102122111010,6,26,0.258059,10
3,0102122111011,4,22,0.325717,12
3,0102122111012,5,25,0.224441,10
3,0102122111020,10,30,0.158901,10
3,0102122111021,6,26,0.23247,10
3,0102122111022,6,26,0.140476,10
3,0102122111100,5,25,0.274305,10
3,0102122111101,8,28,0.348175,10
3,0102122111102,8,28,0.24953,10
3,0102122111110,4,22,0.341476,12
3,0102122111111,5,25,0.42895,10
3,0102122111112,5,25,0.338131,10
3,0102122111120,6,26,0.249901,10
3,0102122111121,9,29,0.345163,10
3,0102122111122,6,26,0.266236,10
3,0102122111200,9,29,0.1462,10
3,0102122111201,9,29,0.231106,10
3,0102122111202,12,32,0.149478,10
3,0102122111210,6,26,0.223442,10
3,0102122111211,6,26,0.321514,10
3,0102122111212,9,29,0.248194,10
3,0102122111220,6,26,0.14626,10
3,0102122111221,6,26,0.253243,10
3,0102122111222,9,29,0.209215,10
3,0102122112000,7,26,0.143385,11
3,0102122112001,7,27,0.168908,10
3,0102122112002,6,26,0.061248,10
3,0102122112010,7,26,0.16434,11
3,0102122112011,5,24,0.237461,11
3,0102122112012,5,23,0.144584,12
3,0102122112020,9,29,0.065183,10
3,0102122112021,7,27,0.151407,10
3,0102122112022,6,25,0.094076,11
3,0102122112100,7,27,0.181223,10
3,0102122112101,10,30,0.26212,10
3,0102122112102,8,28,0.17315,10
3,0102122112110,5,24,0.254777,11
3,0102122112111,7,27,0.349551,10
3,0102122112112,5,25,0.269732,10
3,0102122112120,7,27,0.171294,10
3,0102122112121,10,30,0.275521,10
3,0102122112122,7,27,0.218839,10
3,0102122112200,7,27,0.056468,10
3,0102122112201,9,29,0.15845,10
3,0102122112202,10,30,0.119479,10
3,0102122112210,6,24,0.149825,12
3,0102122112211,6,26,0.256466,10
3,0102122112212,7,27,0.210331,10
3,0102122112220,6,25,0.1118,11
3,0102122112221,7,27,0.212419,10
3,0102122112222,7,27,0.212121,10
3,0102122120000,7,27,0.17525,10
3,0102122120001,8,28,0.129663,10
3,0102122120002,7,27,0.07364,10
3,0102122120010,7,26,0.130664,11
3,0102122120011,6,26,0.156788,10
3,0102122120012,6,25,0.049879,11
3,0102122120020,8,28,0.081311,10
3,0102122120021,8,28,0.058448,10
3,0102122120022,7,26,0.05226,11
3,0102122120100,8,28,0.129699,10
3,0102122120101,11,31,0.175546,10
3,0102122120102,9,29,0.074023,10
3,0102122120110,6,26,0.169716,10
3,0102122120111,9,29,0.253392,10
3,0102122120112,7,27,0.167826,10
3,0102122120120,8,28,0.074373,10
3,0102122120121,11,31,0.17387,10
3,0102122120122,8,28,0.124893,10
3,0102122120200,8,28,0.056493,10
3,0102122120201,10,30,0.05691,10
3,0102122120202,11,31,0.076133,10
3,0102122120210,7,26,0.048604,11
3,0102122120211,8,28,0.154334,10
3,0102122120212,9,29,0.125188,10
3,0102122120220,7,26,0.06864,11
3,0102122120221,8,28,0.124352,10
3,0102122120222,9,29,0.169487,10
3,0102122121000,8,28,0.131573,10
3,0102122121001,7,27,0.153774,10
3,0102122121002,8,28,0.04625,10
3,0102122121010,8,28,0.14919,10
3,0102122121011,5,24,0.223611,11
3,0102122121012,5,25,0.133379,10
3,0102122121020,10,30,0.050032,10
3,0102122121021,6,26,0.139796,10
3,0102122121022,6,26,0.093489,10
3,0102122121100,7,27,0.166242,10
3,0102122121101,10,30,0.248729,10
3,0102122121102,8,28,0.162516,10
3,0102122121110,5,24,0.241255,11
3,0102122121111,7,27,0.337406,10
3,0102122121112,5,25,0.26016,10
3,0102122121120,6,26,0.160121,10
3,0102122121121,9,29,0.265656,10
3,0102122121122,6,26,0.214063,10
3,0102122121200,9,29,0.043567,10
3,0102122121201,9,29,0.148931,10
3,0102122121202,12,32,0.120915,10
3,0102122121210,6,26,0.140196,10
3,0102122121211,6,26,0.247682,10
3,0102122121212,9,29,0.207562,10
3,0102122121220,6,26,0.112743,10
3,0102122121221,6,26,0.209041,10
3,0102122121222,9,29,0.216432,10
3,0102122122000,7,26,0.086162,11
3,0102122122001,7,27,0.060343,10
3,0102122122002,6,26,0.048672,10
3,0102122122010,7,26,0.055472,11
3,0102122122011,5,24,0.143889,11
3,0102122122012,5,23,0.093418,12
3,0102122122020,9,29,0.043686,10
3,0102122122021,7,27,0.093971,10
3,0102122122022,6,25,0.135141,11
3,0102122122100,7,27,0.075106,10
3,0102122122101,10,30,0.172491,10
3,0102122122102,8,28,0.120555,10
3,0102122122110,5,24,0.164059,11
3,0102122122111,7,27,0.269141,10
3,0102122122112,5,25,0.215668,10
3,0102122122120,7,27,0.113737,10
3,0102122122121,10,30,0.218525,10
3,0102122122122,7,27,0.207938,10
3,0102122122200,7,27,0.064174,10
3,0102122122201,9,29,0.119512,10
3,0102122122202,10,30,0.164189,10
3,0102122122210,6,24,0.11217,12
3,0102122122211,6,26,0.210134,10
3,0102122122212,7,27,0.214771,10
3,0102122122220,6,25,0.155641,11
3,0102122122221,7,27,0.212353,10
3,0102122122222,7,27,0.261674,10
3,0102122200000,5,23,0.296145,12
3,0102122200001,4,24,0.188289,10
3,0102122200002,5,25,0.255933,10
3,0102122200010,5,22,0.197075,13
3,0102122200011,4,23,0.089437,11
3,0102122200012,5,24,0.165358,11
3,0102122200020,7,26,0.257757,11
3,0102122200021,7,27,0.157779,10
3,0102122200022,6,25,0.256219,11
3,0102122200100,4,24,0.167086,10
3,0102122200101,8,28,0.059693,10
3,0102122200102,7,27,0.140232,10
3,0102122200110,4,23,0.06838,11
3,0102122200111,7,27,0.041602,10
3,0102122200112,6,26,0.084426,10
3,0102122200120,7,27,0.139518,10
3,0102122200121,11,31,0.076259,10
3,0102122200122,7,27,0.180616,10
3,0102122200200,6,26,0.252742,10
3,0102122200201,8,28,0.159926,10
3,0102122200202,9,29,0.263767,10
3,0102122200210,6,25,0.16681,11
3,0102122200211,7,27,0.104562,10
3,0102122200212,8,28,0.210298,10
3,0102122200220,6,25,0.261221,11
3,0102122200221,7,27,0.201592,10
3,0102122200222,8,28,0.308773,10
3,0102122201000,6,25,0.202508,11
3,0102122201001,5,24,0.094843,11
3,0102122201002,7,27,0.170079,10
3,0102122201010,6,25,0.103595,11
3,0102122201011,4,23,0.011278,11
3,0102122201012,6,26,0.096717,10
3,0102122201020,9,29,0.170409,10
3,0102122201021,7,27,0.087918,10
3,0102122201022,7,27,0.195872,10
3,0102122201100,5,24,0.073763,11
3,0102122201101,7,27,0.036352,10
3,0102122201102,7,27,0.085474,10
3,0102122201110,4,23,0.028014,11
3,0102122201111,6,26,0.134442,10
3,0102122201112,6,26,0.115561,10
3,0102122201120,7,27,0.079255,10
3,0102122201121,10,30,0.113431,10
3,0102122201122,7,27,0.171917,10
3,0102122201200,8,28,0.171154,10
3,0102122201201,8,28,0.105957,10
3,0102122201202,11,31,0.212381,10
3,0102122201210,7,27,0.108751,10
3,0102122201211,7,27,0.123164,10
3,0102122201212,10,30,0.195816,10
3,0102122201220,7,27,0.207231,10
3,0102122201221,7,27,0.188633,10
3,0102122201222,10,30,0.283136,10
3,0102122202000,6,25,0.259028,11
3,0102122202001,6,26,0.157999,10
3,0102122202002,5,24,0.255206,11
3,0102122202010,6,25,0.165907,11
3,0102122202011,5,25,0.082479,10
3,0102122202012,4,23,0.190433,11
3,0102122202020,8,27,0.253807,11
3,0102122202021,7,27,0.181634,10
3,0102122202022,6,25,0.28959,11
3,0102122202100,6,26,0.139353,10
3,0102122202101,10,30,0.071987,10
3,0102122202102,6,26,0.177205,10
3,0102122202110,5,25,0.07396,10
3,0102122202111,9,29,0.112439,10
3,0102122202112,5,25,0.167801,10
3,0102122202120,7,27,0.171908,10
3,0102122202121,11,31,0.161307,10
3,0102122202122,7,27,0.250887,10
3,0102122202200,6,25,0.259784,11
3,0102122202201,7,27,0.19825,10
3,0102122202202,8,28,0.305642,10
3,0102122202210,5,24,0.201811,11
3,0102122202211,6,26,0.184263,10
3,0102122202212,7,27,0.278141,10
3,0102122202220,6,25,0.300718,11
3,0102122202221,7,27,0.270096,10
3,0102122202222,7,27,0.371174,10
3,0102122210000,6,25,0.187378,11
3,0102122210001,5,25,0.079796,10
3,0102122210002,7,27,0.157046,10
3,0102122210010,6,24,0.08853,12
3,0102122210011,5,23,0.022451,12
3,0102122210012,6,25,0.089974,11
3,0102122210020,8,28,0.156979,10
3,0102122210021,7,27,0.081266,10
3,0102122210022,7,26,0.188693,11
3,0102122210100,5,25,0.058795,10
3,0102122210101,8,28,0.051073,10
3,0102122210102,8,28,0.08341,10
3,0102122210110,5,23,0.042487,12
3,0102122210111,6,26,0.149554,10
3,0102122210112,6,26,0.126532,10
3,0102122210120,7,27,0.076154,10
3,0102122210121,10,30,0.125123,10
3,0102122210122,7,27,0.175241,10
3,0102122210200,8,28,0.159224,10
3,0102122210201,9,29,0.102745,10
3,0102122210202,11,31,0.206881,10
3,0102122210210,7,26,0.104355,11
3,0102122210211,7,27,0.132301,10
3,0102122210212,9,29,0.197591,10
3,0102122210220,7,26,0.201259,11
3,0102122210221,7,27,0.190826,10
3,0102122210222,9,29,0.281714,10
3,0102122211000,6,25,0.093936,11
3,0102122211001,5,24,0.017775,11
3,0102122211002,7,27,0.092166,10
3,0102122211010,6,25,0.0117,11
3,0102122211011,4,21,0.114186,13
3,0102122211012,5,24,0.102529,11
3,0102122211020,9,29,0.087458,10
3,0102122211021,6,25,0.099225,11
3,0102122211022,6,25,0.169496,11
3,0102122211100,5,24,0.037229,11
3,0102122211101,7,27,0.144127,10
